Date,Age,Organ,All DSA States,State unassigned,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Puerto Rico
2008,11-17 Years,Lung,149,0,4,4,1,20,7,0,0,3,12,6,0,4,3,2,4,1,1,0,2,0,5,1,3,4,1,1,0,5,0,5,5,0,5,3,0,7,0,3,0,7,14,0,0,2,0,0,1,3
2008,11-17 Years,Intestine,27,0,0,0,0,2,0,1,0,2,1,1,0,0,3,1,0,0,1,0,0,0,1,0,3,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
2008,18-34 Years,All Donors,4055,0,70,92,27,494,70,31,4,68,224,96,10,203,75,25,73,40,76,2,64,103,139,124,21,74,26,16,5,70,24,251,108,5,160,35,38,229,5,49,2,105,336,64,8,108,87,5,82,32
2008,18-34 Years,Kidney,3815,0,69,90,25,469,65,27,2,59,212,84,10,191,70,25,68,37,69,2,62,89,131,110,21,74,23,15,5,69,24,228,104,5,153,30,38,210,5,47,2,100,328,61,8,100,83,5,80,31
2008,18-34 Years,Liver,2029,0,34,27,20,236,32,14,2,37,154,61,4,68,37,14,58,29,43,0,33,49,64,42,18,43,11,14,0,31,14,82,62,0,70,27,15,133,0,36,0,65,163,26,0,46,45,0,49,21
2008,18-34 Years,Heart,1043,0,14,12,12,150,20,7,0,12,76,33,1,31,17,8,30,18,15,0,17,27,42,18,8,23,3,8,0,16,6,33,33,0,33,10,5,53,0,21,0,38,102,11,0,23,25,0,17,15
2008,18-34 Years,Pancreas,969,0,14,17,10,95,10,4,0,18,76,28,4,51,23,10,26,18,18,0,17,24,31,23,10,12,4,3,0,17,7,32,38,0,43,8,10,53,0,18,0,29,74,8,0,13,26,0,40,7
2008,18-34 Years,Lung,642,0,9,5,11,86,9,1,0,6,54,23,0,26,12,3,22,16,9,0,9,14,28,13,4,16,4,5,0,6,3,14,16,0,26,8,3,37,0,14,0,17,62,4,0,8,23,0,9,7
2008,18-34 Years,Intestine,47,0,1,1,1,3,0,0,0,3,6,0,0,1,6,1,1,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1,3,0,2,0,0,5,0,0,0,0,4,0,0,1,1,0,0,0
2008,35-49 Years,All Donors,4771,0,79,90,20,540,87,34,3,69,213,115,20,194,83,29,64,50,63,11,102,178,176,189,24,85,25,18,9,133,20,343,118,7,234,34,59,316,11,63,5,107,338,56,6,109,76,7,136,23
2008,35-49 Years,Kidney,4459,0,73,82,19,510,79,34,3,58,201,102,20,180,79,29,59,47,58,11,97,159,162,174,24,82,21,17,9,131,19,319,107,7,223,31,58,296,11,57,5,101,317,54,6,102,74,7,128,17
2008,35-49 Years,Liver,1820,0,28,33,14,188,35,9,0,30,103,50,10,48,37,10,50,24,31,0,28,69,69,44,11,35,11,14,0,46,9,88,60,0,79,15,16,145,0,43,0,53,134,21,0,39,23,0,52,16
2008,35-49 Years,Heart,546,0,2,11,7,63,10,4,0,8,33,8,2,16,18,6,19,4,7,0,11,21,21,12,4,8,2,6,0,14,4,25,21,0,25,2,5,41,0,14,0,19,39,7,0,11,5,0,10,1
2008,35-49 Years,Pancreas,388,0,3,9,2,25,4,2,0,5,16,3,2,24,10,2,15,6,5,0,6,18,11,17,1,8,0,2,0,14,3,18,14,0,22,2,4,27,0,4,0,20,20,6,0,1,3,0,32,2
2008,35-49 Years,Lung,345,0,2,9,0,40,3,1,0,9,22,11,0,12,7,2,9,2,1,0,5,12,21,7,0,10,0,5,0,7,2,11,15,0,10,2,9,31,0,9,0,11,22,4,0,8,5,0,7,2
2008,35-49 Years,Intestine,16,0,0,0,2,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0
2008,50-64 Years,All Donors,3687,0,51,82,14,386,56,24,2,48,182,108,21,146,59,26,59,36,59,9,81,105,172,133,21,53,26,22,4,88,18,265,95,3,150,24,52,266,7,51,1,89,242,31,3,79,68,0,127,43
2008,50-64 Years,Kidney,3437,0,47,76,13,366,56,20,2,43,164,94,21,136,57,24,53,30,50,9,78,94,164,127,21,53,26,20,4,85,18,246,89,3,142,23,52,246,7,46,1,76,226,30,3,76,66,0,115,39
2008,50-64 Years,Liver,1757,0,31,32,10,160,16,13,0,26,113,73,10,58,33,12,48,27,48,0,21,39,70,39,15,21,11,15,0,31,2,98,53,0,72,12,23,145,0,42,0,63,113,17,0,30,29,0,56,30
2008,50-64 Years,Heart,160,0,1,4,1,22,1,3,0,0,9,3,1,7,4,2,5,2,2,0,4,4,9,5,0,0,0,2,0,1,0,6,6,0,3,0,2,16,0,7,0,6,7,0,0,4,6,0,5,0
2008,50-64 Years,Pancreas,102,0,2,1,1,10,1,0,0,0,1,0,0,18,2,1,3,0,0,0,0,1,4,6,0,2,1,0,0,1,1,7,1,0,5,0,0,6,0,0,0,9,9,0,0,0,2,0,7,0
2008,50-64 Years,Lung,213,0,2,5,1,22,3,1,0,1,10,9,0,12,4,2,3,2,2,0,5,8,14,4,2,6,0,1,0,2,1,6,13,0,5,0,2,22,0,6,0,4,11,1,0,5,4,0,9,3
2008,50-64 Years,Intestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,65 +,All Donors,815,0,8,10,3,57,8,3,0,14,68,26,1,38,9,3,22,6,4,1,19,24,25,30,8,19,3,4,0,18,3,67,25,0,31,7,6,96,0,18,0,10,56,4,0,16,4,0,22,19
2008,65 +,Kidney,645,0,7,9,2,47,7,3,0,13,47,21,1,30,9,2,15,3,2,1,18,23,20,22,7,12,3,3,0,18,2,43,21,0,28,7,6,79,0,14,0,9,33,4,0,14,4,0,18,18
2008,65 +,Liver,621,0,7,9,3,31,5,2,0,14,58,19,0,29,5,2,21,5,3,0,10,17,19,22,7,17,0,4,0,13,2,56,22,0,21,4,2,76,0,16,0,9,43,3,0,13,2,0,16,14
2008,65 +,Heart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,65 +,Pancreas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,65 +,Lung,12,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,65 +,Intestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,All Ages,All Donors,14400,0,292,330,100,1556,208,93,10,196,754,372,33,604,221,88,213,145,249,24,277,469,528,506,69,298,111,72,25,338,56,1010,376,20,638,134,170,927,24,232,13,369,1011,163,16,297,253,9,372,129
2007,All Ages,Kidney,13283,0,270,314,92,1467,193,92,8,179,674,340,32,547,210,83,191,138,216,24,264,424,482,458,63,267,101,67,25,326,54,908,345,20,601,114,166,846,24,209,13,344,927,157,16,274,247,9,352,110
2007,All Ages,Liver,7202,0,131,140,75,712,93,31,2,110,481,223,15,242,119,48,177,93,146,0,100,201,238,165,51,140,51,48,0,135,30,435,224,0,295,94,81,518,0,185,0,223,583,63,0,108,121,0,179,96
2007,All Ages,Heart,2286,0,31,58,21,272,42,12,0,22,151,69,0,74,35,19,64,30,35,0,37,69,86,58,16,49,13,12,0,38,8,104,75,0,97,27,29,139,0,63,0,73,190,24,0,30,51,0,41,22
2007,All Ages,Pancreas,1924,0,22,49,16,192,38,9,0,19,107,38,5,112,59,15,40,27,41,0,33,65,59,53,21,33,20,4,0,54,9,79,64,0,116,15,20,113,0,34,0,59,119,21,0,19,43,0,70,12
2007,All Ages,Lung,1388,0,18,25,10,179,18,4,0,14,112,48,0,53,20,9,30,17,18,0,23,35,69,29,7,39,7,8,0,27,8,46,47,0,69,10,28,88,0,35,0,36,103,11,0,20,34,0,27,7
2007,All Ages,Intestine,206,0,2,4,5,11,0,2,0,1,24,6,0,4,14,1,4,1,4,0,1,6,13,4,11,4,4,3,0,1,1,9,4,0,9,1,2,7,0,3,0,16,12,2,0,4,4,0,2,0
2007,< 1 Year,All Donors,122,0,3,1,1,15,2,0,0,0,9,4,1,2,2,0,4,1,2,0,2,6,6,3,1,2,0,1,0,1,0,5,4,0,5,1,0,8,0,0,0,6,13,2,0,3,3,0,3,0
2007,< 1 Year,Kidney,68,0,0,0,1,12,0,0,0,0,5,1,0,2,2,0,3,1,1,0,2,3,2,2,1,0,0,1,0,1,0,4,3,0,3,1,0,5,0,0,0,3,4,2,0,2,1,0,0,0
2007,< 1 Year,Liver,104,0,2,0,1,11,0,0,0,0,9,4,1,2,2,0,4,1,2,0,2,5,5,2,1,2,0,1,0,1,0,4,4,0,4,1,0,6,0,0,0,6,12,1,0,3,3,0,2,0
2007,< 1 Year,Heart,80,0,3,1,1,12,2,0,0,0,5,4,0,2,1,0,4,1,1,0,2,4,5,1,0,2,0,0,0,1,0,2,3,0,1,1,0,4,0,0,0,3,9,1,0,1,1,0,2,0
2007,< 1 Year,Pancreas,35,0,1,0,0,2,0,0,0,0,6,2,0,0,0,0,1,1,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,2,3,0,0,2,1,0,2,0
2007,< 1 Year,Lung,8,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,< 1 Year,Intestine,54,0,1,0,0,6,0,0,0,0,7,3,0,0,0,0,2,1,2,0,0,3,3,0,0,2,0,0,0,1,0,0,2,0,3,1,0,2,0,0,0,4,6,0,0,2,1,0,2,0
2007,1-5 Years,All Donors,189,0,3,6,6,15,1,2,0,1,20,6,0,6,2,1,5,1,2,0,0,2,7,4,2,5,1,3,0,6,0,7,7,0,4,2,3,13,0,5,0,6,18,2,0,4,7,0,0,4
2007,1-5 Years,Kidney,175,0,2,6,5,15,1,2,0,1,19,6,0,5,2,1,3,1,2,0,0,2,7,4,2,5,1,3,0,6,0,5,7,0,3,2,3,13,0,4,0,5,17,1,0,3,7,0,0,4
2007,1-5 Years,Liver,154,0,3,4,6,11,1,2,0,0,20,6,0,5,2,1,5,1,2,0,0,1,7,3,1,3,1,3,0,2,0,3,5,0,4,0,3,10,0,4,0,6,15,2,0,2,7,0,0,3
2007,1-5 Years,Heart,83,0,0,1,2,7,1,1,0,0,11,3,0,3,0,0,2,1,1,0,0,1,5,3,1,1,0,2,0,2,0,4,1,0,2,1,2,4,0,1,0,2,12,1,0,2,3,0,0,0
2007,1-5 Years,Pancreas,27,0,0,0,2,0,0,0,0,0,8,1,0,1,1,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2007,1-5 Years,Lung,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,1-5 Years,Intestine,46,0,0,1,2,2,0,1,0,0,7,2,0,2,2,1,2,0,1,0,0,1,3,3,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,2,0,2,2,0,0,0,3,0,0,0
2007,6-10 Years,All Donors,122,0,4,2,1,8,3,0,0,0,9,1,0,4,0,3,0,0,6,0,2,1,5,6,1,4,2,1,0,3,0,4,6,0,4,2,1,7,0,2,0,8,14,1,0,3,0,0,2,2
2007,6-10 Years,Kidney,120,0,4,2,1,8,3,0,0,0,9,1,0,4,0,3,0,0,6,0,2,1,5,6,1,4,2,1,0,3,0,4,6,0,4,1,1,6,0,2,0,8,14,1,0,3,0,0,2,2
2007,6-10 Years,Liver,109,0,3,2,1,8,3,0,0,0,9,1,0,2,0,2,0,0,5,0,2,1,4,6,1,4,2,1,0,2,0,3,6,0,4,2,1,5,0,2,0,7,12,1,0,3,0,0,2,2
2007,6-10 Years,Heart,43,0,1,0,0,1,3,0,0,0,5,1,0,1,0,0,0,0,2,0,1,0,1,3,0,2,0,0,0,0,0,1,3,0,1,1,1,3,0,0,0,4,7,0,0,0,0,0,1,0
2007,6-10 Years,Pancreas,43,0,0,1,0,4,1,0,0,0,4,1,0,3,0,0,0,0,4,0,1,0,1,3,0,2,2,0,0,1,0,1,4,0,0,0,0,3,0,1,0,3,1,0,0,1,0,0,1,0
2007,6-10 Years,Lung,9,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2007,6-10 Years,Intestine,17,0,0,1,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
2007,11-17 Years,All Donors,495,0,10,10,4,55,12,4,0,8,34,13,1,16,15,6,19,10,17,0,6,13,14,12,10,7,3,1,0,7,5,18,12,0,20,5,6,20,0,12,0,14,41,5,0,6,10,0,8,6
2007,11-17 Years,Kidney,482,0,9,10,4,53,12,3,0,8,33,13,1,16,15,6,19,9,17,0,6,12,13,12,10,7,3,1,0,7,5,17,12,0,19,4,6,19,0,12,0,13,41,5,0,6,10,0,8,6
2007,11-17 Years,Liver,462,0,9,10,4,54,12,4,0,8,31,13,1,13,15,5,19,9,17,0,4,11,12,12,9,7,3,1,0,7,4,17,10,0,20,5,5,18,0,10,0,14,37,4,0,5,10,0,8,5
2007,11-17 Years,Heart,255,0,4,5,2,38,8,1,0,4,17,7,0,7,6,4,8,7,9,0,2,7,6,10,6,2,2,1,0,2,2,6,6,0,11,1,2,13,0,6,0,7,19,2,0,1,7,0,5,2
2007,11-17 Years,Pancreas,295,0,3,7,2,34,9,2,0,5,19,8,1,13,14,3,11,6,12,0,4,9,7,11,6,3,3,0,0,5,3,12,7,0,13,2,3,13,0,5,0,6,18,2,0,0,8,0,6,0
2007,11-17 Years,Lung,182,0,3,2,1,20,5,1,0,1,17,6,0,7,6,3,8,5,6,0,2,2,7,5,3,3,1,0,0,3,3,6,3,0,9,1,2,8,0,2,0,4,16,0,0,2,6,0,3,0
2007,11-17 Years,Intestine,28,0,1,0,0,0,0,0,0,0,3,0,0,1,6,0,0,0,1,0,0,0,2,0,4,1,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
2007,18-34 Years,All Donors,4119,0,97,110,35,483,65,22,2,54,211,109,9,205,78,25,55,42,81,7,72,142,129,125,16,83,31,18,6,92,11,257,102,2,216,39,40,224,7,50,6,118,306,64,2,83,74,1,86,27
2007,18-34 Years,Kidney,3888,0,94,106,35,457,62,22,0,51,200,104,9,182,75,24,51,38,70,7,68,130,123,113,16,81,27,16,6,90,11,239,95,2,207,35,40,205,7,47,6,116,297,64,2,77,73,1,81,26
2007,18-34 Years,Liver,2065,0,39,48,22,225,32,7,2,18,131,63,3,75,44,17,42,31,45,0,32,74,60,47,12,39,19,13,0,35,8,98,64,0,111,29,20,133,0,36,0,59,164,25,0,30,44,0,45,24
2007,18-34 Years,Heart,1093,0,17,35,10,131,19,4,0,7,68,36,0,40,21,8,26,14,15,0,18,34,37,25,5,28,9,6,0,21,5,43,37,0,55,16,13,57,0,21,0,31,93,17,0,14,24,0,21,12
2007,18-34 Years,Pancreas,1012,0,16,29,8,106,19,3,0,9,53,19,3,47,30,6,19,14,18,0,19,40,28,26,10,15,11,3,0,25,5,40,39,0,71,10,11,62,0,15,0,29,64,15,0,12,24,0,29,10
2007,18-34 Years,Lung,593,0,9,14,6,85,9,2,0,4,42,24,0,23,11,6,9,4,5,0,9,21,24,13,1,17,3,3,0,13,3,13,17,0,34,5,10,38,0,11,0,14,46,7,0,11,13,0,10,4
2007,18-34 Years,Intestine,44,0,0,2,2,1,0,0,0,1,3,0,0,1,5,0,0,0,0,0,1,2,4,1,4,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0
2007,35-49 Years,All Donors,4909,0,97,113,27,537,77,40,6,62,253,110,9,194,75,34,53,50,73,10,105,161,194,193,21,105,39,27,9,114,20,344,120,11,227,36,68,308,17,66,4,122,327,51,8,117,100,4,143,28
2007,35-49 Years,Kidney,4581,0,94,106,25,505,70,40,6,55,230,102,9,178,72,32,51,49,65,10,102,145,184,172,20,97,36,26,9,113,20,318,112,11,216,31,67,281,17,60,4,112,297,48,8,108,98,4,140,26
2007,35-49 Years,Liver,1895,0,30,37,20,203,25,12,0,28,133,55,3,61,33,12,40,20,34,0,26,54,63,46,13,35,14,16,0,35,7,117,52,0,76,24,24,130,0,45,0,58,162,11,0,37,31,0,52,21
2007,35-49 Years,Heart,571,0,5,13,3,64,5,6,0,8,40,14,0,17,7,5,14,7,7,0,12,15,21,10,3,12,2,3,0,9,1,34,18,0,22,7,10,46,0,22,0,23,42,3,0,10,13,0,10,8
2007,35-49 Years,Pancreas,408,0,2,10,4,36,8,4,0,5,15,6,1,25,14,3,5,6,4,0,9,11,13,10,4,9,3,1,0,18,1,18,13,0,21,2,4,23,0,11,0,15,27,3,0,4,9,0,29,2
2007,35-49 Years,Lung,356,0,4,4,1,43,3,1,0,3,32,9,0,11,1,0,6,5,5,0,7,8,21,8,2,12,1,4,0,7,2,13,12,0,16,2,8,24,0,12,0,14,29,2,0,4,10,0,8,2
2007,35-49 Years,Intestine,16,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0
2007,50-64 Years,All Donors,3594,0,66,74,21,383,45,18,2,48,164,105,11,142,42,14,55,37,59,7,76,117,135,148,14,72,34,15,10,97,15,291,96,6,144,42,48,256,0,71,3,74,221,36,6,71,51,4,104,44
2007,50-64 Years,Kidney,3319,0,60,70,18,365,42,18,2,46,143,94,11,132,37,13,51,37,49,7,70,107,119,136,11,61,31,15,10,89,14,271,88,6,134,36,45,241,0,63,3,68,209,34,6,67,51,4,99,36
2007,50-64 Years,Liver,1752,0,33,29,17,164,18,3,0,34,98,62,6,55,16,6,47,27,32,0,26,39,66,43,10,33,11,10,0,39,7,124,60,0,62,27,28,141,0,63,0,55,127,17,0,21,22,0,49,25
2007,50-64 Years,Heart,159,0,1,3,3,19,4,0,0,3,5,4,0,4,0,2,10,0,0,0,2,7,10,6,1,2,0,0,0,3,0,14,7,0,5,0,1,12,0,13,0,3,8,0,0,2,3,0,2,0
2007,50-64 Years,Pancreas,103,0,0,2,0,10,1,0,0,0,2,1,0,22,0,2,3,0,0,0,0,2,6,3,0,3,1,0,0,4,0,8,0,0,7,1,1,9,0,1,0,3,6,1,0,0,1,0,3,0
2007,50-64 Years,Lung,218,0,2,5,1,29,1,0,0,5,16,6,0,11,1,0,6,2,2,0,4,3,13,3,1,5,2,1,0,4,0,13,9,0,8,1,8,17,0,9,0,2,11,2,0,3,5,0,6,1
2007,50-64 Years,Intestine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,65 +,All Donors,850,0,12,14,5,60,3,7,0,23,54,24,2,35,7,5,22,4,9,0,14,27,38,15,4,20,1,6,0,18,5,84,29,1,18,7,4,91,0,26,0,21,71,2,0,10,8,0,26,18
2007,65 +,Kidney,650,0,7,14,3,52,3,7,0,18,35,19,2,28,7,4,13,3,6,0,14,24,29,13,2,12,1,4,0,17,4,50,22,1,15,4,4,76,0,21,0,19,48,2,0,8,7,0,22,10
2007,65 +,Liver,661,0,12,10,4,36,2,3,0,22,50,19,1,29,7,5,20,4,9,0,8,16,21,6,4,17,1,3,0,14,4,69,23,0,14,6,0,75,0,25,0,18,54,2,0,7,4,0,21,16
2007,65 +,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,65 +,Pancreas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,65 +,Lung,18,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,65 +,Intestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,All Ages,All Donors,14750,0,287,290,108,1569,240,96,4,221,728,378,41,726,250,83,223,136,196,27,342,473,540,569,65,274,129,58,18,334,55,1009,374,26,718,86,183,977,31,226,18,407,987,165,12,341,252,16,370,92
2006,All Ages,Kidney,13612,0,277,273,106,1477,221,92,0,203,656,341,41,649,233,81,191,121,179,27,327,412,503,542,61,246,124,54,18,316,54,904,348,26,667,81,176,859,31,207,18,378,903,160,12,320,242,16,362,77
2006,All Ages,Liver,7302,0,109,115,75,783,112,42,4,121,433,234,21,295,129,43,188,102,112,0,124,233,249,164,49,131,56,31,0,144,27,455,224,0,290,61,97,533,0,189,0,236,555,60,0,134,123,0,158,61
2006,All Ages,Heart,2277,0,38,36,32,298,36,14,0,29,130,74,2,82,40,14,65,27,33,0,47,59,83,66,9,37,14,11,0,41,8,92,89,0,90,19,36,142,0,52,0,99,185,22,0,33,31,0,46,16
2006,All Ages,Pancreas,2030,0,39,39,15,220,25,17,0,42,108,41,5,124,50,18,41,23,31,0,43,82,82,66,18,31,20,5,0,47,6,77,77,0,97,14,27,146,0,33,0,70,82,19,0,26,40,0,80,4
2006,All Ages,Lung,1330,0,16,20,15,170,14,9,0,17,92,47,1,52,35,11,46,14,16,0,35,32,67,40,4,29,9,3,0,18,3,45,49,0,51,5,18,89,0,37,0,49,93,5,0,27,20,0,26,1
2006,All Ages,Intestine,188,0,2,3,7,11,3,1,0,5,23,5,0,11,8,0,1,1,2,0,2,3,5,5,0,7,4,1,0,2,1,8,13,0,4,1,1,13,0,0,0,15,14,0,0,4,0,0,0,2
2006,< 1 Year,All Donors,119,0,1,2,3,4,3,0,0,0,10,0,0,6,2,0,2,0,2,0,2,4,2,2,0,5,1,1,0,2,0,6,6,0,11,2,2,4,0,1,0,12,15,0,0,1,2,0,3,0
2006,< 1 Year,Kidney,59,0,1,1,2,4,1,0,0,0,6,0,0,2,1,0,0,0,2,0,2,1,1,0,0,2,0,0,0,1,0,5,1,0,5,2,1,1,0,0,0,4,9,0,0,0,2,0,2,0
2006,< 1 Year,Liver,86,0,0,1,3,3,2,0,0,0,8,0,0,4,2,0,0,0,0,0,1,4,1,0,0,4,1,1,0,1,0,5,6,0,9,1,1,3,0,0,0,11,11,0,0,0,2,0,1,0
2006,< 1 Year,Heart,89,0,1,2,2,3,2,0,0,0,6,0,0,6,1,0,2,0,1,0,0,2,2,2,0,3,1,1,0,1,0,5,3,0,10,1,1,3,0,1,0,10,13,0,0,1,2,0,1,0
2006,< 1 Year,Pancreas,25,0,0,0,2,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
2006,< 1 Year,Lung,8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
2006,< 1 Year,Intestine,46,0,0,0,3,2,2,0,0,0,7,0,0,3,0,0,0,0,0,0,1,3,1,0,0,3,1,1,0,1,0,3,2,0,2,0,0,1,0,0,0,6,4,0,0,0,0,0,0,0
2006,1-5 Years,All Donors,217,0,6,3,2,25,5,1,0,2,24,6,1,9,2,0,5,3,3,0,1,4,8,4,0,1,1,0,0,4,1,7,6,0,7,2,6,9,0,0,0,8,29,5,0,3,5,0,5,4
2006,1-5 Years,Kidney,203,0,6,3,2,24,4,1,0,2,22,6,1,8,2,0,4,3,3,0,1,4,7,4,0,1,1,0,0,4,1,7,4,0,5,2,6,9,0,0,0,7,27,5,0,3,5,0,5,4
2006,1-5 Years,Liver,179,0,4,2,1,18,4,1,0,2,23,6,1,8,2,0,3,2,3,0,1,2,6,3,0,0,1,0,0,3,1,5,6,0,7,1,6,9,0,0,0,6,26,3,0,3,4,0,3,3
2006,1-5 Years,Heart,81,0,1,1,1,10,1,0,0,0,9,3,0,5,0,0,3,1,2,0,1,2,4,3,0,0,1,0,0,1,0,3,3,0,1,1,3,3,0,0,0,4,8,1,0,1,2,0,2,0
2006,1-5 Years,Pancreas,21,0,2,1,0,0,0,0,0,0,8,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,1-5 Years,Lung,9,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,1-5 Years,Intestine,39,0,2,1,0,4,0,0,0,0,7,2,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0
2006,6-10 Years,All Donors,110,0,1,2,0,10,1,0,0,3,4,4,0,3,3,0,5,1,2,0,1,2,5,3,2,2,0,0,0,0,1,5,10,0,4,3,2,6,0,2,0,5,13,2,0,1,1,0,0,1
2006,6-10 Years,Kidney,108,0,0,2,0,10,1,0,0,3,4,4,0,3,3,0,5,1,2,0,1,2,5,3,2,2,0,0,0,0,1,5,10,0,4,3,2,6,0,2,0,5,13,2,0,1,1,0,0,0
2006,6-10 Years,Liver,104,0,1,2,0,7,1,0,0,3,4,4,0,3,3,0,5,1,2,0,1,2,4,3,2,2,0,0,0,0,1,5,10,0,4,3,2,6,0,1,0,4,13,2,0,1,1,0,0,1
2006,6-10 Years,Heart,44,0,0,1,0,2,0,0,0,1,1,1,0,1,1,0,3,1,1,0,0,0,1,3,0,0,0,0,0,0,0,2,3,0,3,2,1,2,0,1,0,3,8,1,0,0,0,0,0,1
2006,6-10 Years,Pancreas,29,0,0,1,0,2,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,4,0,1,1,1,2,0,0,0,0,2,1,0,0,0,0,0,0
